Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"01-Jan-2014",0,NaN,"-","-"
"02-Jan-2014",0,NaN,"-","-"
"03-Jan-2014",0,NaN,"-","-"
"04-Jan-2014",0,6.57,7.46652107197667,7.248278842131384
"05-Jan-2014",0,NaN,"-","-"
"06-Jan-2014",0,NaN,"-","-"
"07-Jan-2014",0,NaN,"-","-"
"08-Jan-2014",0,NaN,"-","-"
"09-Jan-2014",0,NaN,"-","-"
"10-Jan-2014",0,NaN,"-","-"
"11-Jan-2014",0,NaN,"-","-"
"12-Jan-2014",0,NaN,"-","-"
"13-Jan-2014",0,NaN,"-","-"
"14-Jan-2014",0,NaN,"-","-"
"15-Jan-2014",0,NaN,"-","-"
"16-Jan-2014",0,NaN,"-","-"
"17-Jan-2014",0,NaN,"-","-"
"18-Jan-2014",0,NaN,"-","-"
"19-Jan-2014",0,NaN,"-","-"
"20-Jan-2014",0,NaN,"-","-"
"21-Jan-2014",0,NaN,"-","-"
"22-Jan-2014",0,NaN,"-","-"
"23-Jan-2014",0,NaN,"-","-"
"24-Jan-2014",0,NaN,"-","-"
"25-Jan-2014",0,NaN,"-","-"
"26-Jan-2014",0,NaN,"-","-"
"27-Jan-2014",0,NaN,"-","-"
"28-Jan-2014",0,NaN,"-","-"
"29-Jan-2014",0,NaN,"-","-"
"30-Jan-2014",0,NaN,"-","-"
"31-Jan-2014",0,NaN,"-","-"
"01-Feb-2014",0,NaN,"-","-"
"02-Feb-2014",0,NaN,"-","-"
"03-Feb-2014",0,NaN,"-","-"
"04-Feb-2014",0,NaN,"-","-"
"05-Feb-2014",0,NaN,"-","-"
"06-Feb-2014",0,NaN,"-","-"
"07-Feb-2014",0,NaN,"-","-"
"08-Feb-2014",0,NaN,"-","-"
"09-Feb-2014",0,NaN,"-","-"
"10-Feb-2014",0,NaN,"-","-"
"11-Feb-2014",0,NaN,"-","-"
"12-Feb-2014",0,NaN,"-","-"
"13-Feb-2014",0,NaN,"-","-"
"14-Feb-2014",0,NaN,"-","-"
"15-Feb-2014",0.02,NaN,"-","-"
"16-Feb-2014",0,NaN,"-","-"
"17-Feb-2014",0,NaN,"-","-"
"18-Feb-2014",0,NaN,"-","-"
"19-Feb-2014",0,NaN,"-","-"
"20-Feb-2014",0,NaN,"-","-"
"21-Feb-2014",0,NaN,"-","-"
"22-Feb-2014",1.35,NaN,"-","-"
"23-Feb-2014",0,NaN,"-","-"
"24-Feb-2014",0,NaN,"-","-"
"25-Feb-2014",0,NaN,"-","-"
"26-Feb-2014",0.79,NaN,"-","-"
"27-Feb-2014",0,NaN,"-","-"
"28-Feb-2014",0,NaN,"-","-"
"01-Mar-2014",0.06,NaN,"-","-"
"02-Mar-2014",10.21,NaN,"-","-"
"03-Mar-2014",0.6,NaN,"-","-"
"04-Mar-2014",1.31,NaN,"-","-"
"05-Mar-2014",0.48,NaN,"-","-"
"06-Mar-2014",0.86,NaN,"-","-"
"07-Mar-2014",2.61,NaN,"-","-"
"08-Mar-2014",8.6,NaN,"-","-"
"09-Mar-2014",0.04,NaN,"-","-"
"10-Mar-2014",0.42,NaN,"-","-"
"11-Mar-2014",0,NaN,"-","-"
"12-Mar-2014",0,NaN,"-","-"
"13-Mar-2014",0,NaN,"-","-"
"14-Mar-2014",0,NaN,"-","-"
"15-Mar-2014",0,NaN,"-","-"
"16-Mar-2014",0,NaN,"-","-"
"17-Mar-2014",0,NaN,"-","-"
"18-Mar-2014",0,NaN,"-","-"
"19-Mar-2014",0,NaN,"-","-"
"20-Mar-2014",0,NaN,"-","-"
"21-Mar-2014",0,NaN,"-","-"
"22-Mar-2014",0,NaN,"-","-"
"23-Mar-2014",0,NaN,"-","-"
"24-Mar-2014",0,NaN,"-","-"
"25-Mar-2014",0,NaN,"-","-"
"26-Mar-2014",0,NaN,"-","-"
"27-Mar-2014",0,NaN,"-","-"
"28-Mar-2014",0,NaN,"-","-"
"29-Mar-2014",0,NaN,"-","-"
"30-Mar-2014",0,NaN,"-","-"
"31-Mar-2014",0,NaN,"-","-"
"01-Apr-2014",0,NaN,"-","-"
"02-Apr-2014",0.03,NaN,"-","-"
"03-Apr-2014",0.82,NaN,"-","-"
"04-Apr-2014",0,NaN,"-","-"
"05-Apr-2014",0,NaN,"-","-"
"06-Apr-2014",0,NaN,"-","-"
"07-Apr-2014",0,NaN,"-","-"
"08-Apr-2014",0,NaN,"-","-"
"09-Apr-2014",3.01,NaN,"-","-"
"10-Apr-2014",0.75,NaN,"-","-"
"11-Apr-2014",3.35,NaN,"-","-"
"12-Apr-2014",4.51,NaN,"-","-"
"13-Apr-2014",4.24,NaN,"-","-"
"14-Apr-2014",0.96,NaN,"-","-"
"15-Apr-2014",2.22,NaN,"-","-"
"16-Apr-2014",3.03,NaN,"-","-"
"17-Apr-2014",0.01,NaN,"-","-"
"18-Apr-2014",1.26,NaN,"-","-"
"19-Apr-2014",6.31,NaN,"-","-"
"20-Apr-2014",3.47,NaN,"-","-"
"21-Apr-2014",0,NaN,"-","-"
"22-Apr-2014",0,NaN,"-","-"
"23-Apr-2014",0,NaN,"-","-"
"24-Apr-2014",0,NaN,"-","-"
"25-Apr-2014",0,NaN,"-","-"
"26-Apr-2014",0.16,NaN,"-","-"
"27-Apr-2014",0.98,NaN,"-","-"
"28-Apr-2014",1.58,NaN,"-","-"
"29-Apr-2014",0,NaN,"-","-"
"30-Apr-2014",0.02,NaN,"-","-"
"01-May-2014",0.05,NaN,"-","-"
"02-May-2014",4.62,NaN,"-","-"
"03-May-2014",3.29,NaN,"-","-"
"04-May-2014",3.7,NaN,"-","-"
"05-May-2014",2.2,NaN,"-","-"
"06-May-2014",0.76,NaN,"-","-"
"07-May-2014",3.8,NaN,"-","-"
"08-May-2014",4.05,NaN,"-","-"
"09-May-2014",25.52,NaN,"-","-"
"10-May-2014",0.05,NaN,"-","-"
"11-May-2014",0.43,NaN,"-","-"
"12-May-2014",0,NaN,"-","-"
"13-May-2014",0.22,NaN,"-","-"
"14-May-2014",0.36,7.41,9.61401169192848,7.633032122215142
"15-May-2014",0,NaN,"-","-"
"16-May-2014",0,NaN,"-","-"
"17-May-2014",0,NaN,"-","-"
"18-May-2014",10.45,NaN,"-","-"
"19-May-2014",1.88,NaN,"-","-"
"20-May-2014",0.84,NaN,"-","-"
"21-May-2014",5.86,NaN,"-","-"
"22-May-2014",0.69,NaN,"-","-"
"23-May-2014",2.21,NaN,"-","-"
"24-May-2014",0.06,NaN,"-","-"
"25-May-2014",0.39,NaN,"-","-"
"26-May-2014",0,NaN,"-","-"
"27-May-2014",0.18,NaN,"-","-"
"28-May-2014",16.2,NaN,"-","-"
"29-May-2014",7.85,NaN,"-","-"
"30-May-2014",6.22,NaN,"-","-"
"31-May-2014",7.29,NaN,"-","-"
"01-Jun-2014",9.92,NaN,"-","-"
"02-Jun-2014",0.13,NaN,"-","-"
"03-Jun-2014",44.17,NaN,"-","-"
"04-Jun-2014",0,NaN,"-","-"
"05-Jun-2014",3.92,NaN,"-","-"
"06-Jun-2014",6.08,NaN,"-","-"
"07-Jun-2014",0.09,NaN,"-","-"
"08-Jun-2014",0,NaN,"-","-"
"09-Jun-2014",0,NaN,"-","-"
"10-Jun-2014",0,NaN,"-","-"
"11-Jun-2014",0.39,NaN,"-","-"
"12-Jun-2014",0.85,NaN,"-","-"
"13-Jun-2014",0.43,NaN,"-","-"
"14-Jun-2014",1.21,NaN,"-","-"
"15-Jun-2014",0.25,NaN,"-","-"
"16-Jun-2014",0,NaN,"-","-"
"17-Jun-2014",1.85,NaN,"-","-"
"18-Jun-2014",0.28,NaN,"-","-"
"19-Jun-2014",3.28,NaN,"-","-"
"20-Jun-2014",1.66,NaN,"-","-"
"21-Jun-2014",2.84,NaN,"-","-"
"22-Jun-2014",2.5,NaN,"-","-"
"23-Jun-2014",0.85,NaN,"-","-"
"24-Jun-2014",0.53,NaN,"-","-"
"25-Jun-2014",0,NaN,"-","-"
"26-Jun-2014",0.16,NaN,"-","-"
"27-Jun-2014",0,NaN,"-","-"
"28-Jun-2014",1.95,NaN,"-","-"
"29-Jun-2014",1.05,NaN,"-","-"
"30-Jun-2014",2.59,NaN,"-","-"
"01-Jul-2014",12.98,NaN,"-","-"
"02-Jul-2014",7.75,NaN,"-","-"
"03-Jul-2014",0.62,NaN,"-","-"
"04-Jul-2014",0.06,NaN,"-","-"
"05-Jul-2014",4.95,NaN,"-","-"
"06-Jul-2014",8.77,NaN,"-","-"
"07-Jul-2014",5.57,NaN,"-","-"
"08-Jul-2014",2.87,NaN,"-","-"
"09-Jul-2014",1.45,NaN,"-","-"
"10-Jul-2014",2.53,NaN,"-","-"
"11-Jul-2014",2.8,NaN,"-","-"
"12-Jul-2014",2.23,NaN,"-","-"
"13-Jul-2014",5.03,NaN,"-","-"
"14-Jul-2014",12.22,NaN,"-","-"
"15-Jul-2014",2.04,NaN,"-","-"
"16-Jul-2014",3.48,NaN,"-","-"
"17-Jul-2014",1.85,NaN,"-","-"
"18-Jul-2014",0.99,NaN,"-","-"
"19-Jul-2014",5.26,NaN,"-","-"
"20-Jul-2014",5.71,NaN,"-","-"
"21-Jul-2014",4.28,NaN,"-","-"
"22-Jul-2014",7.15,NaN,"-","-"
"23-Jul-2014",7.99,NaN,"-","-"
"24-Jul-2014",5.87,NaN,"-","-"
"25-Jul-2014",3.7,NaN,"-","-"
"26-Jul-2014",7.95,NaN,"-","-"
"27-Jul-2014",3.22,NaN,"-","-"
"28-Jul-2014",2.63,NaN,"-","-"
"29-Jul-2014",3.79,NaN,"-","-"
"30-Jul-2014",0.59,NaN,"-","-"
"31-Jul-2014",10.27,NaN,"-","-"
"01-Aug-2014",10.37,NaN,"-","-"
"02-Aug-2014",6.78,NaN,"-","-"
"03-Aug-2014",3.36,NaN,"-","-"
"04-Aug-2014",6.31,NaN,"-","-"
"05-Aug-2014",5.75,NaN,"-","-"
"06-Aug-2014",7.35,NaN,"-","-"
"07-Aug-2014",7.01,NaN,"-","-"
"08-Aug-2014",1.32,NaN,"-","-"
"09-Aug-2014",3.92,NaN,"-","-"
"10-Aug-2014",1.3,NaN,"-","-"
"11-Aug-2014",1.23,NaN,"-","-"
"12-Aug-2014",6.25,NaN,"-","-"
"13-Aug-2014",2.24,NaN,"-","-"
"14-Aug-2014",1.46,NaN,"-","-"
"15-Aug-2014",8.06,NaN,"-","-"
"16-Aug-2014",1.33,NaN,"-","-"
"17-Aug-2014",0.03,NaN,"-","-"
"18-Aug-2014",4.02,NaN,"-","-"
"19-Aug-2014",14.7,NaN,"-","-"
"20-Aug-2014",4.58,NaN,"-","-"
"21-Aug-2014",13.29,NaN,"-","-"
"22-Aug-2014",5.99,NaN,"-","-"
"23-Aug-2014",20.56,NaN,"-","-"
"24-Aug-2014",1.76,6.87,8.175269603891758,6.8995337168138615
"25-Aug-2014",1.55,NaN,"-","-"
"26-Aug-2014",1.15,NaN,"-","-"
"27-Aug-2014",1.85,NaN,"-","-"
"28-Aug-2014",2.47,NaN,"-","-"
"29-Aug-2014",2.59,NaN,"-","-"
"30-Aug-2014",2.54,NaN,"-","-"
"31-Aug-2014",3.33,NaN,"-","-"
"01-Sep-2014",2.89,NaN,"-","-"
"02-Sep-2014",1.04,NaN,"-","-"
"03-Sep-2014",0.28,NaN,"-","-"
"04-Sep-2014",1.77,NaN,"-","-"
"05-Sep-2014",0.53,NaN,"-","-"
"06-Sep-2014",1.94,NaN,"-","-"
"07-Sep-2014",4.08,NaN,"-","-"
"08-Sep-2014",0.45,NaN,"-","-"
"09-Sep-2014",0.71,NaN,"-","-"
"10-Sep-2014",0.15,NaN,"-","-"
"11-Sep-2014",0.83,NaN,"-","-"
"12-Sep-2014",0.68,NaN,"-","-"
"13-Sep-2014",0.63,NaN,"-","-"
"14-Sep-2014",0.7,NaN,"-","-"
"15-Sep-2014",1.03,NaN,"-","-"
"16-Sep-2014",3.86,NaN,"-","-"
"17-Sep-2014",0.63,NaN,"-","-"
"18-Sep-2014",0.29,NaN,"-","-"
"19-Sep-2014",0.17,NaN,"-","-"
"20-Sep-2014",6.2,NaN,"-","-"
"21-Sep-2014",3.66,NaN,"-","-"
"22-Sep-2014",0,NaN,"-","-"
"23-Sep-2014",18.47,NaN,"-","-"
"24-Sep-2014",21.65,NaN,"-","-"
"25-Sep-2014",25.94,NaN,"-","-"
"26-Sep-2014",35.31,NaN,"-","-"
"27-Sep-2014",9.98,NaN,"-","-"
"28-Sep-2014",0.99,NaN,"-","-"
"29-Sep-2014",35.6,NaN,"-","-"
"30-Sep-2014",1.64,NaN,"-","-"
"01-Oct-2014",1.99,NaN,"-","-"
"02-Oct-2014",0,NaN,"-","-"
"03-Oct-2014",0,NaN,"-","-"
"04-Oct-2014",0,NaN,"-","-"
"05-Oct-2014",1.41,NaN,"-","-"
"06-Oct-2014",18.94,NaN,"-","-"
"07-Oct-2014",5.66,NaN,"-","-"
"08-Oct-2014",26.14,NaN,"-","-"
"09-Oct-2014",10.55,NaN,"-","-"
"10-Oct-2014",1.92,NaN,"-","-"
"11-Oct-2014",6.55,NaN,"-","-"
"12-Oct-2014",1.11,NaN,"-","-"
"13-Oct-2014",10.6,NaN,"-","-"
"14-Oct-2014",0,NaN,"-","-"
"15-Oct-2014",0,NaN,"-","-"
"16-Oct-2014",0.39,NaN,"-","-"
"17-Oct-2014",0.08,NaN,"-","-"
"18-Oct-2014",10,NaN,"-","-"
"19-Oct-2014",7.59,NaN,"-","-"
"20-Oct-2014",7.51,NaN,"-","-"
"21-Oct-2014",3.43,NaN,"-","-"
"22-Oct-2014",3.67,NaN,"-","-"
"23-Oct-2014",6.16,NaN,"-","-"
"24-Oct-2014",7.56,NaN,"-","-"
"25-Oct-2014",5.41,NaN,"-","-"
"26-Oct-2014",14.55,NaN,"-","-"
"27-Oct-2014",16.89,NaN,"-","-"
"28-Oct-2014",12.55,NaN,"-","-"
"29-Oct-2014",1.85,NaN,"-","-"
"30-Oct-2014",0,NaN,"-","-"
"31-Oct-2014",0,NaN,"-","-"
"01-Nov-2014",0,NaN,"-","-"
"02-Nov-2014",0.55,NaN,"-","-"
"03-Nov-2014",0.05,NaN,"-","-"
"04-Nov-2014",0,5.26,6.8323750752852215,5.301393393138548
"05-Nov-2014",0,NaN,"-","-"
"06-Nov-2014",0,NaN,"-","-"
"07-Nov-2014",0,NaN,"-","-"
"08-Nov-2014",0,NaN,"-","-"
"09-Nov-2014",0,NaN,"-","-"
"10-Nov-2014",0,NaN,"-","-"
"11-Nov-2014",1.44,NaN,"-","-"
"12-Nov-2014",0.01,NaN,"-","-"
"13-Nov-2014",0.69,NaN,"-","-"
"14-Nov-2014",4.97,NaN,"-","-"
"15-Nov-2014",4.71,NaN,"-","-"
"16-Nov-2014",0.39,NaN,"-","-"
"17-Nov-2014",0.17,NaN,"-","-"
"18-Nov-2014",0,NaN,"-","-"
"19-Nov-2014",0,NaN,"-","-"
"20-Nov-2014",0,NaN,"-","-"
"21-Nov-2014",0,NaN,"-","-"
"22-Nov-2014",0,NaN,"-","-"
"23-Nov-2014",0,NaN,"-","-"
"24-Nov-2014",0,NaN,"-","-"
"25-Nov-2014",0,NaN,"-","-"
"26-Nov-2014",0,NaN,"-","-"
"27-Nov-2014",0,NaN,"-","-"
"28-Nov-2014",0,NaN,"-","-"
"29-Nov-2014",0,NaN,"-","-"
"30-Nov-2014",0,NaN,"-","-"
"01-Dec-2014",0,NaN,"-","-"
"02-Dec-2014",0,NaN,"-","-"
"03-Dec-2014",0,NaN,"-","-"
"04-Dec-2014",0,NaN,"-","-"
"05-Dec-2014",0,NaN,"-","-"
"06-Dec-2014",0,NaN,"-","-"
"07-Dec-2014",0,NaN,"-","-"
"08-Dec-2014",0.16,NaN,"-","-"
"09-Dec-2014",0,NaN,"-","-"
"10-Dec-2014",0,NaN,"-","-"
"11-Dec-2014",15.16,NaN,"-","-"
"12-Dec-2014",0.17,NaN,"-","-"
"13-Dec-2014",1.39,NaN,"-","-"
"14-Dec-2014",0.51,NaN,"-","-"
"15-Dec-2014",1.38,NaN,"-","-"
"16-Dec-2014",0.03,NaN,"-","-"
"17-Dec-2014",0,NaN,"-","-"
"18-Dec-2014",0,NaN,"-","-"
"19-Dec-2014",0,NaN,"-","-"
"20-Dec-2014",0.18,NaN,"-","-"
"21-Dec-2014",0,NaN,"-","-"
"22-Dec-2014",0,NaN,"-","-"
"23-Dec-2014",0,NaN,"-","-"
"24-Dec-2014",0,NaN,"-","-"
"25-Dec-2014",0,NaN,"-","-"
"26-Dec-2014",0,NaN,"-","-"
"27-Dec-2014",0,NaN,"-","-"
"28-Dec-2014",0,NaN,"-","-"
"29-Dec-2014",0,NaN,"-","-"
"30-Dec-2014",0,NaN,"-","-"
"31-Dec-2014",0,NaN,"-","-"
"01-Jan-2015",0.83,NaN,"-","-"
"02-Jan-2015",0,NaN,"-","-"
"03-Jan-2015",0.82,NaN,"-","-"
"04-Jan-2015",0,6.4,7.248278842131384,5.41140400343349
"05-Jan-2015",0,NaN,"-","-"
"06-Jan-2015",0,NaN,"-","-"
"07-Jan-2015",0,NaN,"-","-"
"08-Jan-2015",0,NaN,"-","-"
"09-Jan-2015",0,NaN,"-","-"
"10-Jan-2015",0,NaN,"-","-"
"11-Jan-2015",0,NaN,"-","-"
"12-Jan-2015",0,NaN,"-","-"
"13-Jan-2015",0,NaN,"-","-"
"14-Jan-2015",0,NaN,"-","-"
"15-Jan-2015",0,NaN,"-","-"
"16-Jan-2015",0,NaN,"-","-"
"17-Jan-2015",0,NaN,"-","-"
"18-Jan-2015",0,NaN,"-","-"
"19-Jan-2015",0,NaN,"-","-"
"20-Jan-2015",0,NaN,"-","-"
"21-Jan-2015",0,NaN,"-","-"
"22-Jan-2015",0,NaN,"-","-"
"23-Jan-2015",0,NaN,"-","-"
"24-Jan-2015",0,NaN,"-","-"
"25-Jan-2015",0,NaN,"-","-"
"26-Jan-2015",0,NaN,"-","-"
"27-Jan-2015",0,NaN,"-","-"
"28-Jan-2015",0,NaN,"-","-"
"29-Jan-2015",0,NaN,"-","-"
"30-Jan-2015",0,NaN,"-","-"
"31-Jan-2015",0,NaN,"-","-"
"01-Feb-2015",0,NaN,"-","-"
"02-Feb-2015",0,NaN,"-","-"
"03-Feb-2015",0,NaN,"-","-"
"04-Feb-2015",0,NaN,"-","-"
"05-Feb-2015",0,NaN,"-","-"
"06-Feb-2015",0,NaN,"-","-"
"07-Feb-2015",0,NaN,"-","-"
"08-Feb-2015",0,NaN,"-","-"
"09-Feb-2015",0,NaN,"-","-"
"10-Feb-2015",0,NaN,"-","-"
"11-Feb-2015",0,NaN,"-","-"
"12-Feb-2015",0,NaN,"-","-"
"13-Feb-2015",0,NaN,"-","-"
"14-Feb-2015",0,NaN,"-","-"
"15-Feb-2015",0,NaN,"-","-"
"16-Feb-2015",0,NaN,"-","-"
"17-Feb-2015",0,NaN,"-","-"
"18-Feb-2015",0,NaN,"-","-"
"19-Feb-2015",0,NaN,"-","-"
"20-Feb-2015",0,NaN,"-","-"
"21-Feb-2015",0,NaN,"-","-"
"22-Feb-2015",0,NaN,"-","-"
"23-Feb-2015",0,NaN,"-","-"
"24-Feb-2015",0,NaN,"-","-"
"25-Feb-2015",0,NaN,"-","-"
"26-Feb-2015",0,NaN,"-","-"
"27-Feb-2015",0,NaN,"-","-"
"28-Feb-2015",0,NaN,"-","-"
"01-Mar-2015",1.04,NaN,"-","-"
"02-Mar-2015",0.07,NaN,"-","-"
"03-Mar-2015",0.01,NaN,"-","-"
"04-Mar-2015",3.93,NaN,"-","-"
"05-Mar-2015",0.36,NaN,"-","-"
"06-Mar-2015",0,NaN,"-","-"
"07-Mar-2015",8.01,NaN,"-","-"
"08-Mar-2015",0.32,NaN,"-","-"
"09-Mar-2015",4.8,NaN,"-","-"
"10-Mar-2015",0,NaN,"-","-"
"11-Mar-2015",0,NaN,"-","-"
"12-Mar-2015",0,NaN,"-","-"
"13-Mar-2015",0,NaN,"-","-"
"14-Mar-2015",0,NaN,"-","-"
"15-Mar-2015",0,NaN,"-","-"
"16-Mar-2015",1.21,NaN,"-","-"
"17-Mar-2015",0,NaN,"-","-"
"18-Mar-2015",0,NaN,"-","-"
"19-Mar-2015",0,NaN,"-","-"
"20-Mar-2015",0,NaN,"-","-"
"21-Mar-2015",0,NaN,"-","-"
"22-Mar-2015",0,NaN,"-","-"
"23-Mar-2015",0,NaN,"-","-"
"24-Mar-2015",0,NaN,"-","-"
"25-Mar-2015",0,NaN,"-","-"
"26-Mar-2015",0,NaN,"-","-"
"27-Mar-2015",0,NaN,"-","-"
"28-Mar-2015",0,NaN,"-","-"
"29-Mar-2015",0,NaN,"-","-"
"30-Mar-2015",0,NaN,"-","-"
"31-Mar-2015",1.37,NaN,"-","-"
"01-Apr-2015",4.73,NaN,"-","-"
"02-Apr-2015",1.85,NaN,"-","-"
"03-Apr-2015",0.01,NaN,"-","-"
"04-Apr-2015",0.17,NaN,"-","-"
"05-Apr-2015",0.04,NaN,"-","-"
"06-Apr-2015",1.98,NaN,"-","-"
"07-Apr-2015",0,NaN,"-","-"
"08-Apr-2015",1.74,NaN,"-","-"
"09-Apr-2015",0,NaN,"-","-"
"10-Apr-2015",0.29,NaN,"-","-"
"11-Apr-2015",0.01,NaN,"-","-"
"12-Apr-2015",1.45,NaN,"-","-"
"13-Apr-2015",6.71,NaN,"-","-"
"14-Apr-2015",5.66,NaN,"-","-"
"15-Apr-2015",2.63,NaN,"-","-"
"16-Apr-2015",1.24,NaN,"-","-"
"17-Apr-2015",7.75,NaN,"-","-"
"18-Apr-2015",0.06,NaN,"-","-"
"19-Apr-2015",0,NaN,"-","-"
"20-Apr-2015",0,NaN,"-","-"
"21-Apr-2015",0,NaN,"-","-"
"22-Apr-2015",1.94,NaN,"-","-"
"23-Apr-2015",0.51,NaN,"-","-"
"24-Apr-2015",8.33,NaN,"-","-"
"25-Apr-2015",4.22,NaN,"-","-"
"26-Apr-2015",4.74,NaN,"-","-"
"27-Apr-2015",2.82,NaN,"-","-"
"28-Apr-2015",0,NaN,"-","-"
"29-Apr-2015",0.52,NaN,"-","-"
"30-Apr-2015",6.35,NaN,"-","-"
"01-May-2015",9.32,NaN,"-","-"
"02-May-2015",3.56,NaN,"-","-"
"03-May-2015",7.47,NaN,"-","-"
"04-May-2015",0.08,NaN,"-","-"
"05-May-2015",2.7,NaN,"-","-"
"06-May-2015",0,NaN,"-","-"
"07-May-2015",2.57,NaN,"-","-"
"08-May-2015",1.79,NaN,"-","-"
"09-May-2015",3.43,NaN,"-","-"
"10-May-2015",0.98,NaN,"-","-"
"11-May-2015",1.99,NaN,"-","-"
"12-May-2015",1.87,NaN,"-","-"
"13-May-2015",19,NaN,"-","-"
"14-May-2015",8.57,7.2,7.633032122215142,5.584059741403543
"15-May-2015",3.24,NaN,"-","-"
"16-May-2015",6.32,NaN,"-","-"
"17-May-2015",6.04,NaN,"-","-"
"18-May-2015",22.9,NaN,"-","-"
"19-May-2015",8.12,NaN,"-","-"
"20-May-2015",17.49,NaN,"-","-"
"21-May-2015",0.04,NaN,"-","-"
"22-May-2015",0,NaN,"-","-"
"23-May-2015",0,NaN,"-","-"
"24-May-2015",0.03,NaN,"-","-"
"25-May-2015",0.05,NaN,"-","-"
"26-May-2015",0,NaN,"-","-"
"27-May-2015",0,NaN,"-","-"
"28-May-2015",14.99,NaN,"-","-"
"29-May-2015",0.24,NaN,"-","-"
"30-May-2015",11.48,NaN,"-","-"
"31-May-2015",0.06,NaN,"-","-"
"01-Jun-2015",8.78,NaN,"-","-"
"02-Jun-2015",11.55,NaN,"-","-"
"03-Jun-2015",0.79,NaN,"-","-"
"04-Jun-2015",7.76,NaN,"-","-"
"05-Jun-2015",9,NaN,"-","-"
"06-Jun-2015",0.12,NaN,"-","-"
"07-Jun-2015",0,NaN,"-","-"
"08-Jun-2015",0.9,NaN,"-","-"
"09-Jun-2015",0.59,NaN,"-","-"
"10-Jun-2015",3.79,NaN,"-","-"
"11-Jun-2015",1.34,NaN,"-","-"
"12-Jun-2015",0.46,NaN,"-","-"
"13-Jun-2015",0.59,NaN,"-","-"
"14-Jun-2015",2.89,NaN,"-","-"
"15-Jun-2015",1.15,NaN,"-","-"
"16-Jun-2015",0.3,NaN,"-","-"
"17-Jun-2015",1.13,NaN,"-","-"
